Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Population growth (annual %),SP.POP.GROW,Cyprus,CYP,1.74925863858297,1.72198539478757,1.77978522540643,1.83243139832695,1.8127204878139,1.77957653069647,1.74760698284514,1.72029297747734,1.69266521990115,1.66746501269811,1.64898311615441,1.6424698555703,1.63540837414934,1.57480485967812,1.50114149056878,1.46213136863434,1.43370522557944,1.377808546931,1.30393306995205,1.24612155650882,1.20329712567783,1.1499785451605,1.06174678712373,1.0167681770201
Population growth (annual %),SP.POP.GROW,Czechia,CZE,-0.280414108078884,-0.375719704335905,-0.192901617564167,-0.028620590719166,0.0304348483027166,0.138325980046718,0.270795629232185,0.583542205385113,0.829412602993033,0.569729451418061,0.29136167418042,0.206747667335417,0.139925655740972,0.0331699460503076,0.105277581527518,0.196588748472653,0.192048415842684,0.265642663548985,0.334427262299794,0.393788864202175,0.243222682211879,-1.81187141002542,1.5709725672011,1.78238907045946
Population growth (annual %),SP.POP.GROW,Denmark,DNK,0.334233618829261,0.358315678955486,0.319487125340996,0.272010444031566,0.258432282052875,0.275481733409308,0.328645158919929,0.443466054321374,0.587547590258978,0.535079062079429,0.444197154509531,0.411737855195019,0.376272242619955,0.416901360752097,0.507053283010163,0.706423849687002,0.780392644135167,0.643350903737356,0.495838925879129,0.358130915892652,0.291641177476633,0.433414489409722,0.787502464739957,0.741185515720057
Population growth (annual %),SP.POP.GROW,Djibouti,DJI,3.13983453232405,3.16034601005493,3.09696092483835,2.23054155487864,1.53756010632665,1.56648498246787,1.95849040506805,2.16896750475782,2.06043519210448,2.08325510197307,2.03332270229716,1.94884944824561,1.8993890613377,1.85261177020025,1.80056496059208,1.73961273409176,1.68519891610854,1.64286125399062,1.60259372935612,1.55766086478885,1.50228656339009,1.44268944208775,1.40352932560807,1.38410272350128
Population growth (annual %),SP.POP.GROW,Dominica,DMA,-0.522635323904246,-0.326026063827631,0.115619638945565,0.239594557194758,0.172036782480506,0.123741672326271,0.104696825035423,0.059570080147079,0.0101669559495206,0.0145224299184914,-0.0072609513330379,0.281339010328044,0.094086320276983,0.860031375499996,0.9394164226089,0.0525631657968539,-1.14845280097172,-1.60754211187345,-0.471208891199626,-0.432182012456847,-0.453294538586472,-0.550548598917183,-0.561078261856387,-0.473991407609536
Population growth (annual %),SP.POP.GROW,Dominican Republic,DOM,1.62045560357101,1.57295522360966,1.50182779865574,1.43989527377933,1.37429292476688,1.31090240619311,1.25120281923629,1.21803887479734,1.23469232350419,1.26774062661765,1.28013209833069,1.26934108138221,1.24691664021516,1.21814094005704,1.18674032060011,1.14988204322301,1.11122425240832,1.08787494846018,1.07428473724925,1.0333133463082,1.04334076460591,1.04082961778304,0.959629735113671,0.891159203732232
Population growth (annual %),SP.POP.GROW,Early-demographic dividend,EAR,1.87962415421671,1.85185364410834,1.76739371625407,1.72195177952332,1.7256294066802,1.68124872548438,1.66127213678851,1.63149490626191,1.59162913488819,1.5738011463579,1.54675845386388,1.55079919896062,1.49508383327134,1.45422467967722,1.37984591275929,1.37347316967011,1.33001077454781,1.26100135075766,1.21989783757211,1.22262600683525,1.21571614142701,1.0537443092784,1.11896236573035,1.17335447434549
Population growth (annual %),SP.POP.GROW,East Asia & Pacific,EAS,0.942759365568456,0.899894074298508,0.840585717137704,0.793411829437561,0.757360331773851,0.744135946511667,0.752157370874821,0.757697100667749,0.755127291401356,0.715386128615825,0.700770611250663,0.72941402680327,0.81496843964644,0.796731297454071,0.760790272606445,0.717905028401864,0.702994192128918,0.705272469380137,0.602464921030028,0.517740212726729,0.408472469030409,0.240142918855769,0.189259906183258,0.20253187675137
Population growth (annual %),SP.POP.GROW,East Asia & Pacific (IDA & IBRD countries),TEA,1.00260715390457,0.947946949253806,0.893646031652772,0.849673896242395,0.815425021025006,0.805430527344366,0.798097134173755,0.793915564225837,0.784611887579809,0.75758332689394,0.745622555784235,0.786862262066253,0.879291839891735,0.862640122804811,0.817847922103466,0.768433864028813,0.751293281787118,0.761249005677729,0.645371494905098,0.552005486782092,0.453261414135534,0.31401226881642,0.23329577316355,0.183862594333235
Population growth (annual %),SP.POP.GROW,East Asia & Pacific (excluding high income),EAP,0.998845430185964,0.943818239710051,0.889058021159471,0.846581153564785,0.813694495842485,0.802565580524512,0.794600232072768,0.790128458123296,0.780735561073522,0.7538010224649,0.741733055460152,0.782524367389617,0.873939068297722,0.857669799986749,0.813620594831593,0.764918012604477,0.747918955883516,0.757561926599341,0.642815839523057,0.550254605067876,0.452341336047048,0.314672689212406,0.234938160938111,0.185776878891948
Population growth (annual %),SP.POP.GROW,Ecuador,ECU,1.73622001498213,1.73078123060297,1.74851970226664,1.76411317879339,1.75235156486952,1.72987869573938,1.7182541754606,1.70789173160639,1.70519778784789,1.7057702083506,1.67708805313164,1.6415369766541,1.59213440589397,1.49740896116979,1.43205886583809,1.43093059839379,1.45809147770557,1.52946083980042,1.71572391035149,1.68935479627168,1.18125258230486,0.774314023514489,0.796723652034201,0.872456027022398
Population growth (annual %),SP.POP.GROW,"Egypt, Arab Rep.",EGY,2.16091978529782,2.12380362345226,2.10372359745955,2.09545323003183,2.06437734857129,2.02220952721924,1.95291342300488,1.88753217077119,1.86740413264217,1.88836522446639,1.91795124102801,2.1044607622412,2.24475795490011,2.30526364315625,2.27643956620182,2.09892554805563,2.03468294927084,1.99817843887244,1.89713831833082,1.75497438173801,1.62495386951696,1.4908053906311,1.48609697540294,1.68834126904494
Population growth (annual %),SP.POP.GROW,El Salvador,SLV,0.497012728838862,0.414627692393218,0.310690003422966,0.199712545823042,0.101172439142576,0.0151037668199,-0.0542809466140504,0.124956903635591,0.32349566022278,0.314334857085954,0.329632681613896,0.359883978139975,0.390819912101065,0.405850184762601,0.392073398284828,0.335654632494608,0.276539934558171,0.205133928097967,0.100922206462958,0.0403628806830014,0.198362574897496,0.338002420196154,0.39146192798287,0.465531145369394
Population growth (annual %),SP.POP.GROW,Equatorial Guinea,GNQ,5.26428495953201,6.41008323195062,6.2200195333548,6.06631754137354,5.95846501494265,5.13840208613784,4.43647900593476,4.51135451899463,4.57370994415875,4.60787133294314,4.59586770504622,4.34060206449919,4.07484554769573,3.99605995538999,3.90501924555756,3.79160484192286,3.66421838047825,3.53129362583944,3.39945242088076,3.271454421427,2.73390823188935,2.43551071649529,2.5130374213272,2.41057232825781
Population growth (annual %),SP.POP.GROW,Eritrea,ERI,1.53601457156771,2.85373304958379,3.43914956264516,4.13103377544635,4.10022739741036,2.39315582930907,1.57651841967655,1.45851723438561,2.63004117479615,2.50908465799155,1.96475727107645,1.79351881087532,1.27590736754429,1.22305147270022,0.674705166672434,0.334574415524454,0.614809318134095,0.817496698225399,1.33731409848117,1.47474580694345,1.56406078076077,1.77411588481268,1.75351368458045,1.77168715176453
Population growth (annual %),SP.POP.GROW,Estonia,EST,0.483707161729931,-0.63696312445507,-0.633433796423808,-0.627622448059203,-0.597820510395586,-0.572255524659659,-0.589655559840225,-0.456188535090031,-0.268133719541207,-0.192768077420229,-0.22805796852935,-0.303582823643979,-0.357944411443807,-0.355891802625531,-0.262256175097854,0.0655525295417938,0.0291122255540077,0.121070631466687,0.348039137980543,0.371554389037477,0.197559185177642,0.105996956310127,1.33655151148286,1.57745133607335
Population growth (annual %),SP.POP.GROW,Eswatini,SWZ,1.02616676195214,0.922357932930459,0.793842610388924,0.682836011828583,0.603686468671865,0.544843998142576,0.500496085577333,0.576423998080883,0.6748941459051,0.6410569310186,0.586161116007687,0.554659161024556,0.537986822820009,0.54369252057836,0.556770676458685,0.57162769864017,0.584038792817515,0.752960394981198,0.922518621738631,0.931970814127083,1.0836305772053,1.15567266949473,1.01620740015869,0.946270731993531
Population growth (annual %),SP.POP.GROW,Ethiopia,ETH,3.06823302462214,3.03351132311934,3.04403477269573,3.02102233073437,2.99474712931538,2.96602247201649,2.93729031507005,2.93015925736888,2.89435688963486,2.83966010377931,2.83517457968806,2.84354457485296,2.80390393439601,2.71847231803133,2.68299781796922,2.68480186138776,2.70788250761242,2.72524097063889,2.69675179524869,2.69123978261516,2.71077284780816,2.67249538803955,2.62269500936104,2.6036241976442
Population growth (annual %),SP.POP.GROW,Euro area,EMU,0.309783222549474,0.328373127004871,0.490892859260833,0.551544594848061,0.559694384081159,0.527789533264838,0.478625381252648,0.53012279024379,0.501431370204716,0.341140919955291,0.254268113475692,-0.186517464738623,0.215209593126576,0.1578553952382,0.172265134663704,0.277766866073292,0.277164835719651,0.196591609106755,0.305339591222967,0.182555333029983,0.141183349191362,0.0636851427298447,0.285577850321034,0.447751495684771
Population growth (annual %),SP.POP.GROW,Europe & Central Asia,ECS,0.125518588445939,0.138363606350911,0.189546148046879,0.263935065444592,0.29135368027806,0.285303565205099,0.296854663709592,0.283077292879342,0.40437081297803,0.396899264558274,0.365344248524332,0.226370504568639,0.391715257911149,0.377713770382588,0.405208576724282,0.438015173384479,0.445442495501507,0.381772324719784,0.395192876004636,0.352371468193331,0.187722981344916,0.0775516646824869,-0.0158595443660913,0.0583071589761846
Population growth (annual %),SP.POP.GROW,Europe & Central Asia (IDA & IBRD countries),TEC,-0.0516989573263383,-0.0737396918271373,-0.0669972734810155,0.022605811183776,0.0525326442561035,0.0449896005763164,0.0869193516950928,-0.0077673143702566,0.239628390944328,0.35690382716137,0.369045723134963,0.430233519028764,0.469784321945042,0.48824490624404,0.511643063357293,0.492688776205437,0.494941793569477,0.45897213033258,0.421928354843313,0.43092937954452,0.196606051680253,0.0566125487591527,-0.467968565667359,-0.508961143213921
Population growth (annual %),SP.POP.GROW,Europe & Central Asia (excluding high income),ECA,0.415829788565206,0.43316400289308,0.438893611520187,0.452437671213906,0.456768865895783,0.424810619398727,0.472279029603755,0.266361648914437,0.668118778867131,0.759249215166871,0.809647377625494,0.814554973650254,0.810010125822472,0.864218198399977,0.883800326645575,0.871845478201362,0.88773937316308,0.856871158993943,0.852581511333748,0.8793157332119,0.711353855412666,0.603916502040543,-0.538786451184916,-0.718285809218231
Population growth (annual %),SP.POP.GROW,European Union,EUU,0.119607067359065,0.132707849765232,0.235772786627443,0.368018915492286,0.387751737585473,0.366879333170524,0.337818093606121,0.349793827267152,0.335518873945504,0.25357972385739,0.158405309698739,-0.152627121339593,0.148448909551677,0.0804757032721089,0.111838250459285,0.196771280273822,0.198866460412297,0.144811184101519,0.226283711237084,0.129990340516999,-0.0088375075819338,-0.14412771789192,0.218330558317555,0.378277783445594
Population growth (annual %),SP.POP.GROW,Faroe Islands,FRO,1.33775372322055,1.90721125852353,1.48986474020279,1.46174758701968,0.730172510601633,-0.0516833270758382,-0.0496411369740636,0.0889229014371259,0.34872359301474,0.501346875989747,-0.275018644732287,-0.234568008788139,-0.520479519357871,-0.0932285098134919,0.376523605142669,0.967878752847994,1.14881858822938,1.43714086820087,1.61306573375997,1.54884989080127,1.48148018439056,1.38107824235297,1.14918061925921,0.926838604956977
Population growth (annual %),SP.POP.GROW,Fiji,FJI,1.08577609197596,1.02774927786764,0.990026503572045,0.955390066776006,0.928394421815226,0.912261662506839,0.900982208728377,0.835147738211046,0.618134789575492,0.424160517694519,0.34990116341096,0.28188992280493,0.211061144367838,0.156612656036956,0.134464835572885,0.108160342715375,0.0639915048086223,-0.0442890767199793,-0.172010114641272,-0.24900685817593,0.0069950630185431,0.190863715994045,0.295294727557318,0.51237740019889
Population growth (annual %),SP.POP.GROW,Finland,FIN,0.2076065154133,0.227687341886374,0.242381050233372,0.238457240068217,0.290350361518584,0.342248594286999,0.383777136305104,0.425429832100631,0.465549284507694,0.478246393482911,0.457494535465831,0.463558707499131,0.475809486683209,0.460723772785295,0.413560207519414,0.329383885818507,0.287421401687637,0.234670531705453,0.132641040791912,0.110191690491055,0.143641197212847,0.207288594407348,0.271944526506117,0.499192375381062
Population growth (annual %),SP.POP.GROW,Fragile and conflict affected situations,FCS,2.282655960761,2.29212871692483,2.4475604669203,2.48976021065206,2.42131788629322,2.42832533395824,2.41840548276278,2.3584562705317,2.41218202373325,2.48628173757794,2.47627067215411,2.44659633262787,2.44748667262181,2.41791205191125,2.3150574349708,2.21595392079001,2.21653974899583,2.21352712271255,2.19105018726657,2.20111520458581,2.22230381017643,2.18776192904849,1.89778804715376,1.9722539809274
Population growth (annual %),SP.POP.GROW,France,FRA,0.686335719566776,0.7289939490983,0.727033002641047,0.705638836747311,0.732625502527391,0.751885116821619,0.696338574828463,0.618225682593305,0.558020613148126,0.513351013325229,0.492976371032656,0.482667411007127,0.483714919435185,0.516915013016667,0.474847846171767,0.355569240058298,0.263868788565368,0.29020211635109,0.358494581816163,0.332559129027963,0.324557781035362,0.356902332389048,0.502320929337976,0.275093143443794
Population growth (annual %),SP.POP.GROW,French Polynesia,PYF,1.56922864809839,1.55235821897967,1.49553890144445,1.54664965449538,1.58373949574295,1.49587093988006,1.42179044575073,1.21399894849188,0.725858946942358,0.409772633029491,0.406991623911333,0.423008262968887,0.498155436017889,0.600207711920296,0.602054021803628,0.53369255935478,0.471058812613167,0.325069797127642,-0.0971598677616479,-0.279503231980126,0.0626967129843171,0.208586464560115,0.209222276724143,0.263581727538977
Population growth (annual %),SP.POP.GROW,Gabon,GAB,2.58540209287646,2.6318642070048,2.67810322358967,2.72905696679518,2.80043793009716,2.90380819435636,3.01803087434569,3.12630083622847,3.22072516127824,3.32765333333101,3.44994267851283,3.54739719912158,3.57746904510728,3.52009296367142,3.35844001734251,3.11465625322556,2.86485541015556,2.65889572463952,2.53688289832205,2.47279132038176,2.38922359813697,2.30612435799096,2.24763901253797,2.19891289669511
Population growth (annual %),SP.POP.GROW,"Gambia, The",GMB,2.73837212713207,2.70699337593192,2.68468779375919,2.69312348458537,2.73240205558954,2.78121010687734,2.852561853424,2.90157035551494,2.90664631280342,2.90429853945953,2.90737929979677,2.92337692748517,2.94591935774346,2.92894143394412,2.84475839442236,2.73428839872651,2.62819405087404,2.52588138504562,2.42294300881827,2.35622071960344,2.3686612920428,2.36774778418782,2.31992109797091,2.30124049704572
Population growth (annual %),SP.POP.GROW,Georgia,GEO,-1.9446291567975,-1.55123839698929,-0.89725367267161,-0.675365805865971,-0.619262410024726,-0.635292218459481,-0.568484712403705,-0.521646734447263,-0.303790529341209,-0.888185042750245,-0.729475256932528,-0.802164039694326,-0.736565518814038,-0.300972141406188,0.0469539002549217,0.157481405176007,0.0598165991047394,0.0133860746662629,-0.0390365463489613,-0.171565740223868,0.0686562494680967,-0.379636607027231,0.104889950638883,0.0802640328443946
Population growth (annual %),SP.POP.GROW,Germany,DEU,0.135431600393084,0.168225361337335,0.168128319406931,0.0553633035873241,-0.021709727650009,-0.0567782618352031,-0.112797497644931,-0.133718572600486,-0.190142844695674,-0.253383410163402,-0.153198446937304,-1.8537146287573,0.187727800567293,0.272900214681538,0.416877359168292,0.865702643950251,0.807218538573871,0.373724559895838,0.300526701992065,0.22551987421288,0.0816931586494595,0.0423270572552137,-0.0219565701848977,0.131511079477747
Population growth (annual %),SP.POP.GROW,Ghana,GHA,2.51243583964957,2.6631054412646,2.75013769977312,2.69999623325849,2.64856422445373,2.62275723095941,2.59967236461776,2.57742881770877,2.5377798286274,2.49528498609835,2.43301424000427,2.40497145453178,2.4199090803465,2.40927930949909,2.36498553072391,2.30712733064921,2.27621203911157,2.19535792776401,2.07517136640112,2.00780519953703,1.99181985149439,1.95904584379494,1.92029034344132,1.90860289687983
Population growth (annual %),SP.POP.GROW,Gibraltar,GIB,0.0613707353064771,-0.187840968427667,0.627164685467723,1.57921471055966,1.54769798714191,1.54811481907819,1.46708555733008,1.38257235844791,1.34727869179767,1.33910159620069,1.3694209589518,1.30986803185429,1.15876879502585,1.17327064425681,1.24503294852893,1.1514231987378,1.39117589725216,1.72897993589869,1.76273395885819,1.81957598739227,1.89493160765265,1.87597072209458,2.01706920456894,2.26613272520816
Population growth (annual %),SP.POP.GROW,Greece,GRC,0.409041838238246,0.51988446396193,0.366566462148184,0.238643175320258,0.247413542822812,0.293249074052818,0.30033180096664,0.254757581935775,0.265457836726293,0.263026401346927,0.128880432668041,-0.147951277402184,-0.540752950543684,-0.725120806658085,-0.666113290031891,-0.658861360878339,-0.415913028277122,-0.197783224759792,-0.202880238259165,-0.105339392724138,-0.214592106571664,-1.21680248998544,-1.25988945727074,-0.283349545727581
Population growth (annual %),SP.POP.GROW,Greenland,GRL,0.151400483121501,0.344693138270771,0.382389334180998,0.275263526725236,0.258691377800952,0.0650075132923012,-0.281417827094618,-0.388247200827777,-0.402186876651222,-0.0088769740229281,0.373924959638993,0.62773516895633,-0.14072121935205,-0.577265864735276,-0.333398666658893,-0.322038549275343,0.128227978389047,-0.0249203440297217,-0.265609140509557,0.359917714454119,0.252238303411568,0.506106194434674,0.0141200557976914,0.359389425458904
Population growth (annual %),SP.POP.GROW,Grenada,GRD,0.676075747933343,0.497591980928424,0.385413918499282,0.44181066675233,0.402370769308206,0.375245239614051,0.364763058562721,0.350771012752736,0.337822901198071,0.322305028053305,0.297971859311282,0.440838574124411,0.619070350394075,0.629360962214971,0.566738037163935,0.475508745345535,0.39511639438688,0.26716646126376,0.218925449466702,0.250354079448358,0.309914935427349,0.297817230024271,0.192636221230939,0.143593450145476
Population growth (annual %),SP.POP.GROW,Guam,GUM,1.11575065774253,0.786577544702888,0.609313350805491,0.505144689798619,0.411688102683209,0.338234496297291,0.287967538398627,0.259310790976279,0.257433064578674,0.289273583143063,0.209801847347007,0.0126101511883972,-0.127375540693071,-0.219683082780057,-0.289634900711689,-0.351704858120325,-0.408339926567039,-0.453432485979039,-0.49728924043186,-0.536848682318792,0.216072141009173,0.964756108149453,0.881705873116992,0.799555642468131
Population growth (annual %),SP.POP.GROW,Guatemala,GTM,2.37572059022903,2.29722223631695,2.29188375209677,2.25198017204481,2.22294147751077,2.16441478461999,2.11558878139909,2.10656403182052,2.05271863868285,1.99245795432888,1.9815646590713,1.99386386318175,1.99138673642109,1.95360189099984,1.89511231857489,1.83250767864618,1.84256060230578,1.81876091504989,1.66602273310221,1.52062955252943,1.47137710546514,1.3807587059317,1.40623710213146,1.53986971917384
Population growth (annual %),SP.POP.GROW,Guinea,GIN,1.96135964318577,1.3098114321983,1.55813303817429,2.24251877202579,2.14071157501219,2.00041954618802,2.09058658116716,2.31497296404672,2.41908604968745,2.44158489420853,2.45929310036327,2.47697352651722,2.45416156342286,2.44471498509098,2.48019346390261,2.53151277572433,2.56690869267138,2.55652318226129,2.54385572881799,2.56100451729991,2.55139953603925,2.50610419423246,2.48250409145397,2.46199049961035
Population growth (annual %),SP.POP.GROW,Guinea-Bissau,GNB,2.00706384351502,2.12602969093669,2.19833363261225,2.26219170729877,2.30540545476551,2.34505544706955,2.41122516333709,2.48996828898925,2.52259007377628,2.54277273891846,2.58492032110101,2.62922766462762,2.65952739224803,2.66229101877146,2.62731155689981,2.57045957815277,2.51155296505032,2.4363257519627,2.37405997248475,2.34095994762157,2.28895000835492,2.23903878745423,2.24235388639993,2.24529187264064
Population growth (annual %),SP.POP.GROW,Guyana,GUY,0.0456413500238234,-0.0464261972402426,-0.107975187978655,-0.0721793274906879,-0.0895433023955464,-0.197461943777183,-0.256336166889951,-0.277736358188614,-0.298385829541619,-0.333444259304938,-0.378060196527414,-0.41500411640408,0.0180911674723709,0.498962145496388,0.559482928582681,0.601716278706478,0.626279284065059,0.643724559372237,2.95873919098606,2.0146740033225,-0.0227843180487706,0.985982406099209,0.751934221097092,0.57233513230005
Population growth (annual %),SP.POP.GROW,Haiti,HTI,1.84581482966936,1.82314699522453,1.77837458948683,1.75355620763416,1.70178992075307,1.6805859467599,1.69924650861823,1.68627123390703,1.66611362408622,1.65252529367171,1.16672671353074,1.13206279763289,1.54988860322553,1.50397078747826,1.46512576303264,1.43574035756707,1.39862723308259,1.36160662434986,1.32790959369268,1.29423660619831,1.24109993204209,1.15604339382525,1.12789828650149,1.15633263604117
Population growth (annual %),SP.POP.GROW,Heavily indebted poor countries (HIPC),HPC,2.71448952208293,2.70447730584713,2.88266705470546,2.91846284171644,2.82375173512255,2.84094373344625,2.85703988773494,2.7576125820858,2.78258011781429,2.82877092973364,2.7711118820923,2.77686446894332,2.79470685123071,2.80676664998292,2.85908732237259,2.8494534794996,2.8770019294705,2.9286931607585,2.86228693391458,2.78235199383994,2.76199816104367,2.69837604262292,2.6039305560871,2.58382569029571
Population growth (annual %),SP.POP.GROW,High income,HIC,0.505295213959564,0.508177773926126,0.511001412716746,0.522142632942797,0.54490657089991,0.541181120513218,0.600588417522478,0.667569622829571,0.69405357893488,0.612949147372096,0.445325900959658,0.44306732486072,0.588031427459731,0.573539512411451,0.542641219826129,0.625470745631914,0.603644277168812,0.438210790774263,0.345942843080989,0.336377587378765,0.266061996745819,-0.119081011909814,0.443557186924958,0.726145835222487
Population growth (annual %),SP.POP.GROW,Honduras,HND,2.73259067031821,2.70297142800253,2.64113992979828,2.56598338265854,2.49393448320234,2.42763175756451,2.35854731680492,2.29767725446285,2.24385864950969,2.18878854544431,2.12597244017857,2.06679823709264,2.02251270813154,1.97914318489325,1.93678209287486,1.90365241356179,1.87756675968273,1.85007611234979,1.82994643094924,1.81063773761993,1.75456432541029,1.66825063176954,1.67679658023776,1.71477388415816
Population growth (annual %),SP.POP.GROW,"Hong Kong SAR, China",HKG,0.881594075853745,0.736962668138432,0.44284682728195,-0.197404126472125,0.77991856230718,0.436871406105885,0.642270482876128,0.859633272217027,0.598238786949717,0.215353334344996,0.734446396338105,0.672543291818633,1.1039579972368,0.401982535858444,0.702370950536049,0.851197911086988,0.619366345332479,0.768513877614955,0.800230596967774,0.739283471323064,-0.358932661902885,-0.91177674914823,-0.907914524343304,2.55352466697343
Population growth (annual %),SP.POP.GROW,Hungary,HUN,-0.259764908288633,-0.229379183308447,-0.28475137719698,-0.286433268128688,-0.221439378654807,-0.198878843237103,-0.155716484651578,-0.154915158060948,-0.17509736747488,-0.154908813950621,-0.226013875689698,-0.283360435946948,-0.516437606548041,-0.481259646558662,-0.402887577253118,-0.35946625276649,-0.388598014975531,-0.338685889370073,-0.203687269785053,-0.125143121699401,-0.252049642963059,-0.409163639262836,-0.268850150860009,-0.134269181500181
Population growth (annual %),SP.POP.GROW,IBRD only,IBD,1.23283602771546,1.1916765400745,1.13831115330932,1.1109111240503,1.10719613630572,1.08331441968879,1.05619746191176,1.01019495547298,1.02139934985203,1.03359717417559,1.02685278367989,1.04122845236582,1.08590269928117,1.09410017169863,1.05616115930587,0.992030937128853,0.953226967586102,0.931910507109358,0.860957217689987,0.789332313249615,0.683339753441515,0.55022908934187,0.467464056138187,0.486132477630617
Population growth (annual %),SP.POP.GROW,IDA & IBRD total,IBT,1.49800954857451,1.46718574815845,1.43024655190937,1.40815543573873,1.3995656463641,1.38142434849918,1.36983007329521,1.34271177360178,1.3474837589127,1.35317379829476,1.34740543625619,1.35337050901708,1.37117454601056,1.34051785425203,1.31718284995054,1.27145489300496,1.2529411198776,1.24778380788228,1.20461574479516,1.16164365882852,1.08975675424835,0.987844191672511,0.917750690506847,0.934540925739607
Population growth (annual %),SP.POP.GROW,IDA blend,IDB,2.59904378351575,2.63724071563121,2.50689383480259,2.4699335570923,2.51590073315121,2.48755830806061,2.48740980404259,2.60160016341566,2.62206504118019,2.58237606232384,2.55223333507348,2.44073708608087,2.27640450531804,2.1278380689323,2.07692400692233,2.02401684941257,1.9603728587418,1.97875951411748,2.00142239236433,1.98455712089246,2.00303566755831,2.01581444092209,1.96732800737651,1.89932789494521
Population growth (annual %),SP.POP.GROW,IDA only,IDX,2.34854445880951,2.31855032023925,2.39970723041037,2.39326866020737,2.31025487425802,2.30751084679531,2.3479815454091,2.31685890390074,2.25846394989286,2.23538374433205,2.22682654798599,2.23711970600309,2.21097056287362,2.05074098901576,2.09800637649937,2.12697725862797,2.20971743476633,2.24706514723399,2.27154640531689,2.31709176294693,2.3171136555466,2.25619435678086,2.19662188245943,2.22119871435399
Population growth (annual %),SP.POP.GROW,IDA total,IDA,2.43558263152972,2.42948780707826,2.43707115317124,2.42000909886359,2.38204935551316,2.37044741199863,2.39677009897306,2.41663261186816,2.38613867438538,2.35750751248578,2.34160294661654,2.30906195939448,2.23410985084653,2.0780172515233,2.09054627133134,2.09055878586563,2.1216213036709,2.15242847663251,2.17643431951456,2.2002330497674,2.20697227672982,2.17204922002576,2.11647988754299,2.10890112852526
Population growth (annual %),SP.POP.GROW,Iceland,ISL,1.36919283329812,1.32929525456819,0.892596377462957,0.692497620476186,0.8779361576874,1.58289197780465,2.34742243028387,2.53008548940662,1.85957217059918,0.341241978970882,-0.143903000294037,0.305468368224399,0.532100734916982,0.945885900369151,1.11250475522796,1.04194038662969,1.38808149583838,2.34558267643862,2.67814276922904,2.19893225826166,1.6230862512591,1.6393166402584,2.51377343254216,0.953546915490719
Population growth (annual %),SP.POP.GROW,India,IND,1.87939826197393,1.87060822112685,1.81129424097937,1.73438204419235,1.7035704679088,1.63142146860079,1.56412522526913,1.50599144392136,1.43877181746736,1.44601731955273,1.45460361883041,1.41682761544376,1.37405616603306,1.33270430507476,1.26129027125347,1.19285563384335,1.19162966402099,1.1623961434697,1.09729906702925,1.04001395098104,0.973438646910149,0.822648220128724,0.790200540609834,0.883289539766135
Population growth (annual %),SP.POP.GROW,Indonesia,IDN,1.43244007763682,1.38801892806803,1.35572575488289,1.32378197652859,1.27101139474106,1.28380661170743,1.32525502272966,1.32086532413059,1.29735043016571,1.26698625068088,1.26054140134601,1.27668830646548,1.28583816632167,1.24038001568984,1.17536091203837,1.12233981761262,1.0744882002252,1.02232939771064,0.969743409524713,0.935604959235128,0.849801187379341,0.704601321926319,0.746050469653246,0.842666137328498
Population growth (annual %),SP.POP.GROW,"Iran, Islamic Rep.",IRN,1.47619563346635,1.54382818918331,0.82578098646242,1.10838882782602,2.13922055681238,2.21304950909032,2.15444092874448,1.63508865342221,1.214476845232,1.24185106066412,1.25167392158024,1.2358675452331,1.25130743376216,1.30690505728311,1.343129076071,1.36159478810594,1.43348558597155,1.43870442098455,1.27524656861717,1.07831720901251,0.768757498195729,0.831029236943935,1.20100285857304,1.20408185634218
Population growth (annual %),SP.POP.GROW,Iraq,IRQ,3.27752785249419,3.1189728301308,3.15904988797352,3.01523235753789,2.85128305805808,2.96374347121646,0.733263441372763,-0.789042539847969,2.02029989529593,3.6839129631095,3.23138521802744,3.53181678520421,4.53892168180122,4.7215668344982,3.53101933211143,2.72710976935126,2.39151227352058,2.23055046409754,2.33235769663486,2.27501115691232,2.21938669515023,2.24127347113109,2.29369659225826,2.25148890849618
Population growth (annual %),SP.POP.GROW,Ireland,IRL,1.33304266586712,1.59215149039299,1.68514885730282,1.62895096193019,1.82831381790901,2.17870301355631,2.69600564359576,2.89096000464164,2.03870801117202,1.01566327592341,0.544884384079014,0.436072439258428,0.4237438032978,0.526556158855653,0.731001376585771,0.944845307474728,1.28405485082411,1.34979886553997,1.45141079540844,1.58865409604595,1.26378913010119,1.39579966615221,1.98101664069715,1.87573900211149
